id	subject	predicate	object	category	agent_type	has_attribute	knowledge_level
uuid:419d13d4-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	SAMD4A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 59',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 59',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 59.0})] })	observation
uuid:419d1bfe-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	CTNND2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 60',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 60',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 60.0})] })	observation
uuid:419d241e-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	RBM25	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 61',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 61',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 61.0})] })	observation
uuid:419d2c7a-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	MT-ND4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 62',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 62',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 62.0})] })	observation
uuid:419d34a4-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	FLT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 63',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 63',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 63.0})] })	observation
uuid:419d3cd8-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	MAP7	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 64',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 64',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 64.0})] })	observation
uuid:419d4548-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	NKAIN2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 65',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 65',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 65.0})] })	observation
uuid:419d4d7c-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	AGAP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 66',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 66',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 66.0})] })	observation
uuid:419d55a6-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	MT-CO1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 67',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 67',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 67.0})] })	observation
uuid:419d5db2-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	SIK3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 68',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 68',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 68.0})] })	observation
uuid:419d65f0-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	GPM6A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 69',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 69',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 69.0})] })	observation
uuid:419d6e24-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	DGKG	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 70',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 70',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 70.0})] })	observation
uuid:419d764e-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	PTPRD	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 71',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 71',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 71.0})] })	observation
uuid:419d7e78-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	PRRC2C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 72',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 72',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 72.0})] })	observation
uuid:419d86e8-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	DOCK10	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 73',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 73',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 73.0})] })	observation
uuid:419d8f1c-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	DSCAM	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 74',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 74',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 74.0})] })	observation
uuid:419d9750-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	WWOX	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 75',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 75',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 75.0})] })	observation
uuid:419d9f7a-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	MT-ND3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 76',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 76',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 76.0})] })	observation
uuid:419da790-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	RBFOX3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 77',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 77',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 77.0})] })	observation
uuid:419dafa6-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	DLC1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 78',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 78',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 78.0})] })	observation
uuid:419db7e4-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	PIP4K2A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 79',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 79',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 79.0})] })	observation
uuid:419dc00e-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	ST6GALNAC3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 80',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 80',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 80.0})] })	observation
uuid:419dc838-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	TNR	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 81',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 81',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 81.0})] })	observation
uuid:419dd062-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	MAP1B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 82',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 82',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 82.0})] })	observation
uuid:419dd878-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	KAZN	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 83',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 83',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 83.0})] })	observation
uuid:419de098-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	MSI2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 84',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 84',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 84.0})] })	observation
uuid:419de8a4-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	SGIP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 85',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 85',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 85.0})] })	observation
uuid:419df0ec-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	CACNA1A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 86',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 86',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 86.0})] })	observation
uuid:419df93e-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	KIRREL3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 87',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 87',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 87.0})] })	observation
uuid:419e0172-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	FRMD4B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 88',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 88',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 88.0})] })	observation
uuid:419e0992-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	LMCD1-AS1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 89',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 89',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 89.0})] })	observation
uuid:419e11c6-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	PDZD2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 90',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 90',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 90.0})] })	observation
uuid:419e19fa-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	NCAM2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 91',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 91',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 91.0})] })	observation
uuid:419e2256-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	JMJD1C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 92',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 92',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 92.0})] })	observation
uuid:419e2a80-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	GRIA4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 93',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 93',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 93.0})] })	observation
uuid:419e32aa-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	TIAM1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 94',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 94',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 94.0})] })	observation
uuid:419e3ab6-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	FRMD4A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 95',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 95',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 95.0})] })	observation
uuid:419e4308-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	FTX	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 96',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 96',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 96.0})] })	observation
uuid:419e4b32-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	DOCK4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 97',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 97',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 97.0})] })	observation
uuid:419e5370-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	MT-ATP6	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 98',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 98',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 98.0})] })	observation
uuid:419e5bb8-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	NLGN1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 99',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 99',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 99.0})] })	observation
uuid:419e63d8-455c-11f0-bac5-92a5c40acabb	Cerebellum	biolink:expresses	PDE4D	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 100',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 100',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 100.0})] })	observation
uuid:419e6e32-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	MALAT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 1',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 1',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 1.0})] })	observation
uuid:419e7666-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	PCDH9	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 2',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 2',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 2.0})] })	observation
uuid:419e7e9a-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	IL1RAPL1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 3',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 3',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 3.0})] })	observation
uuid:419e86d8-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	RNF220	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 4',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 4',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 4.0})] })	observation
uuid:419e8f2a-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	QKI	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 5',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 5',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 5.0})] })	observation
uuid:419e975e-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	CTNNA3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 6',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 6',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 6.0})] })	observation
uuid:419e9f92-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	TRIM2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 7',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 7',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 7.0})] })	observation
uuid:419ea7c6-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	DLG2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 8',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 8',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 8.0})] })	observation
uuid:419eaffa-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	SLC44A1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 9',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 9',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 9.0})] })	observation
uuid:419eb824-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	RBFOX1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 10',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 10',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 10.0})] })	observation
uuid:419ec094-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	HSP90AA1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 11',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 11',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 11.0})] })	observation
uuid:419ec904-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	FMNL2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 12',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 12',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 12.0})] })	observation
uuid:419ed138-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	NRXN3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 13',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 13',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 13.0})] })	observation
uuid:419ed98a-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	MAGI2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 14',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 14',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 14.0})] })	observation
uuid:419ee1be-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	LUC7L3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 15',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 15',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 15.0})] })	observation
uuid:419ee9e8-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	PDE4B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 16',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 16',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 16.0})] })	observation
uuid:419ef208-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	ST18	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 17',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 17',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 17.0})] })	observation
uuid:419efa46-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	RBM25	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 18',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 18',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 18.0})] })	observation
uuid:419f0284-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	SLC5A11	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 19',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 19',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 19.0})] })	observation
uuid:419f0aae-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	PPP2R2B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 20',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 20',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 20.0})] })	observation
uuid:419f12d8-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	NTM	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 21',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 21',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 21.0})] })	observation
uuid:419f1b20-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	NKAIN2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 22',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 22',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 22.0})] })	observation
uuid:419f2336-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	DST	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 23',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 23',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 23.0})] })	observation
uuid:419f2b88-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	MAP7	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 24',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 24',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 24.0})] })	observation
uuid:419f33bc-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	FRMD5	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 25',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 25',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 25.0})] })	observation
uuid:419f3be6-455c-11f0-bac5-92a5c40acabb	Cingulum Bundle	biolink:expresses	NEAT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 26',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 26',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 26.0})] })	observation
